Gene	RNA Tissue Category	RNA TS TPM	BaseMean	log2FoldChange	lfcSE	stat	P_value	P_value_adjusted
PSG4	Group enriched	parathyroid gland: 244.5;placenta: 193.0	0.422939358	0.738144137	1.659263096	0.444862625	0.656419034	NA
LONP1	Expressed in all		458.9086136	0.208992001	0.469809852	0.444843803	0.656432637	0.999677189
PDE1C	Tissue enhanced	heart muscle: 37.2	8.844734569	-0.202455272	0.455132722	-0.444826887	0.656444863	0.999677189
NXPH2	Group enriched	cerebral cortex: 5.7;kidney: 5.0;ovary: 14.0	0.745824631	-0.598078138	1.344672416	-0.444776089	0.656481576	NA
EXOC7	Expressed in all		889.7487344	0.045747988	0.102889873	0.444630619	0.656586716	0.999677189
HFE2	Group enriched	heart muscle: 45.4;liver: 123.4;skeletal muscle: 212.6	2572.957353	-0.07088656	0.159472991	-0.444505113	0.656677433	0.999677189
PKD2L2	Tissue enriched	testis: 14.9	1.802275275	-0.255872268	0.575828178	-0.44435524	0.656785769	0.999677189
TBL1X	Expressed in all		947.7265168	-0.045540795	0.102507333	-0.444268659	0.656848358	0.999677189
DCX	Tissue enhanced	cerebral cortex: 10.6	0.943496727	0.357064519	0.803837223	0.44420003	0.65689797	0.999677189
OCIAD2	Expressed in all		1027.576293	-0.053507124	0.120480235	-0.44411537	0.656959175	0.999677189
NOL4L	Tissue enhanced	testis: 60.2	169.3365092	0.054662998	0.123109928	0.44401779	0.657029722	0.999677189
RASAL2	Mixed		169.702506	0.110932486	0.249840784	0.444012718	0.657033389	0.999677189
PDIA2	Tissue enriched	pancreas: 523.1	0.625168607	0.419252828	0.944678018	0.443805001	0.657183573	NA
MT-CO2	Expressed in all		193467.6079	-0.119866384	0.270129127	-0.443737352	0.657232487	0.999677189
CCDC42	Tissue enriched	testis: 128.6	1.25948782	-0.336518049	0.758723913	-0.443531623	0.657381251	0.999677189
TBCD	Expressed in all		163.2777204	-0.121788264	0.274680044	-0.44338228	0.657489251	0.999677189
ME3	Expressed in all		19.54270974	0.185656628	0.418733022	0.443377088	0.657493006	0.999677189
DAP	Expressed in all		1947.769259	0.040537783	0.091440328	0.443325	0.657530676	0.999677189
VIL1	Group enriched	colon: 173.7;duodenum: 398.5;rectum: 199.6;small intestine: 480.0	356.04637	-0.107738684	0.243027169	-0.443319504	0.65753465	0.999677189
RMI2	Mixed		3.04131222	0.465272232	1.049829191	0.443188507	0.657629391	0.999677189
LY96	Mixed		97.95913311	-0.09940783	0.224302716	-0.443186028	0.657631184	0.999677189
PHYKPL	Expressed in all		647.920755	-0.058115468	0.131148263	-0.443128007	0.657673148	0.999677189
SORL1	Mixed		5423.126915	0.059044005	0.133297682	0.442948471	0.657803007	0.999677189
CELA1	Tissue enhanced	adrenal gland: 2.5;pancreas: 1.3	0.420687958	-0.45080288	1.017925041	-0.442864515	0.657863735	NA
GGH	Tissue enhanced	kidney: 90.0	2438.930581	-0.083870882	0.189424778	-0.442766164	0.65793488	0.999677189
ST3GAL4	Mixed		196.6553819	0.055860994	0.126169711	0.442744888	0.65795027	0.999677189
NCKAP1	Mixed		1703.175179	0.058931314	0.13310769	0.442734104	0.657958072	0.999677189
PLXND1	Expressed in all		784.5044624	-0.071792504	0.162183561	-0.44266203	0.65801021	0.999677189
RPS27L	Expressed in all		1288.133243	0.05484417	0.123968278	0.442404874	0.658196253	0.999677189
CXCR5	Tissue enhanced	appendix: 14.5;lymph node: 32.5;spleen: 21.0;tonsil: 14.3	185.3130314	-0.065824654	0.14889849	-0.442077378	0.658433214	0.999677189
CACNG6	Group enriched	fallopian tube: 18.0;skeletal muscle: 33.9	0.310050038	-0.569050186	1.287258589	-0.442063616	0.658443172	NA
LRRC2	Group enriched	heart muscle: 30.0;skeletal muscle: 55.9;thyroid gland: 37.0	309.964366	0.059959954	0.135689419	0.441891159	0.658567969	0.999677189
CENPO	Mixed		65.56155085	-0.067339098	0.152402113	-0.441851474	0.658596688	0.999677189
DNAJC21	Expressed in all		573.4766636	0.063519756	0.143770741	0.441812817	0.658624663	0.999677189
EXOSC9	Expressed in all		164.0053063	-0.054826858	0.124166601	-0.441558818	0.65880849	0.999677189
OGDHL	Tissue enhanced	kidney: 128.4;parathyroid gland: 56.3	2672.586389	-0.073767355	0.167065933	-0.441546362	0.658817505	0.999677189
CADPS	Group enriched	adrenal gland: 21.6;cerebral cortex: 94.1	9.992762672	-0.198691934	0.450014219	-0.44152368	0.658833922	0.999677189
FANCM	Tissue enhanced	testis: 14.0	50.36014385	-0.08308384	0.188175593	-0.441522937	0.65883446	0.999677189
ZCCHC7	Expressed in all		217.1122217	-0.043220082	0.097901818	-0.441463531	0.658877458	0.999677189
CSNK1G1	Tissue enhanced	testis: 59.9	161.6368563	0.045425583	0.102912416	0.441400412	0.658923144	0.999677189
SNRNP25	Expressed in all		195.9618367	-0.063315665	0.143442862	-0.4413999	0.658923515	0.999677189
TMEM140	Expressed in all		690.0278649	0.066853957	0.151464878	0.441382573	0.658936057	0.999677189
IFT140	Mixed		80.48803752	0.066574638	0.150859096	0.44130344	0.658993336	0.999677189
NDUFAB1	Expressed in all		1152.189191	0.05654141	0.128150002	0.441212711	0.659059012	0.999677189
RNF181	Expressed in all		524.2005071	-0.052403349	0.118772676	-0.441207106	0.659063069	0.999677189
CPPED1	Expressed in all		700.807346	0.041088728	0.093128668	0.441203858	0.65906542	0.999677189
ZNF219	Expressed in all		183.3926083	0.096693198	0.219165878	0.441187282	0.65907742	0.999677189
CPEB3	Mixed		763.3475128	0.097568436	0.221166521	0.441153734	0.659101705	0.999677189
IL17RE	Mixed		55.78321114	0.148871202	0.337553083	0.441030492	0.659190922	0.999677189
CUZD1	Tissue enriched	pancreas: 380.6	2.214639383	-0.294765632	0.668520255	-0.440922516	0.659269093	0.999677189
RAB34	Mixed		77.63357684	0.097412465	0.220947758	0.440884605	0.659296539	0.999677189
ZFP14	Mixed		64.88805936	-0.246484472	0.559124572	-0.440839993	0.659328839	0.999677189
PRPF4B	Expressed in all		747.0208882	-0.047542505	0.107856478	-0.44079415	0.659362029	0.999677189
PAPSS2	Expressed in all		654.9204636	0.11880588	0.269550695	0.440755236	0.659390203	0.999677189
MRPL33	Expressed in all		365.8517811	0.059701336	0.135508108	0.440573902	0.6595215	0.999677189
KRTAP5-8	Tissue enhanced	testis: 1.1	0.733796308	0.461247777	1.047010634	0.440537815	0.65954763	NA
EVPLL	Tissue enhanced	esophagus: 1.7;skin: 3.0;testis: 1.5	16.52661314	0.144419186	0.327846773	0.440508182	0.659569087	0.999677189
IDH3G	Expressed in all		298.1374474	0.042234882	0.095908961	0.440364291	0.659673284	0.999677189
TXNDC12	Expressed in all		821.0526201	0.029761463	0.067588207	0.44033515	0.659694387	0.999677189
DIXDC1	Mixed		34.29248354	0.179870699	0.408515404	0.440303345	0.659717418	0.999677189
ASAH1	Expressed in all		547.5278217	0.094537459	0.214770059	0.440179883	0.659806829	0.999677189
THAP8	Mixed		9.348371198	-0.228432439	0.518978556	-0.440157761	0.65982285	0.999677189
DUS1L	Expressed in all		869.4358453	0.063590069	0.14447867	0.440134652	0.659839586	0.999677189
VCX3B	Tissue enriched	testis: 32.5	0.182514261	-1.840306154	4.18180428	-0.440074674	0.659883024	NA
ZC3H4	Expressed in all		416.129965	0.045656157	0.103746393	0.440074644	0.659883046	0.999677189
TRMT112	Expressed in all		864.2995429	0.066385874	0.150876925	0.44000018	0.659936977	0.999677189
CEP295NL	Tissue enriched	testis: 40.5	1.307728692	0.347965502	0.790859745	0.439983834	0.659948816	0.999677189
MFSD3	Expressed in all		313.2450704	0.105150301	0.239025287	0.439912874	0.660000211	0.999677189
EMC10	Expressed in all		1418.868106	0.064608604	0.146870335	0.439902339	0.660007841	0.999677189
CLU	Expressed in all		30815.32363	-0.091175653	0.207289563	-0.439846811	0.660048061	0.999677189
AAMDC	Expressed in all		158.980779	0.065671936	0.149390609	0.439598827	0.660227691	0.999677189
KIRREL3	Tissue enriched	cerebral cortex: 20.4	5.153613519	0.180273675	0.410144333	0.43953716	0.660272363	0.999677189
DERA	Expressed in all		1107.618196	-0.049695984	0.113080313	-0.439475118	0.660317307	0.999677189
PUS1	Expressed in all		74.44539297	0.134337979	0.305716986	0.439419416	0.660357661	0.999677189
SOGA1	Mixed		149.5915453	0.075605556	0.172066563	0.439397141	0.660373798	0.999677189
PRB1	Tissue enriched	salivary gland: 6733.7	0.478718318	0.73682859	1.677280966	0.43929944	0.66044458	NA
MIEN1	Expressed in all		272.3565619	-0.05140566	0.117023444	-0.439276597	0.66046113	0.999677189
INTS13	Expressed in all		138.1538077	-0.078151191	0.177941394	-0.43919624	0.660519349	0.999677189
MAGI2	Tissue enhanced	cerebral cortex: 46.2;parathyroid gland: 38.6	79.19611689	-0.067508999	0.153724105	-0.439156883	0.660547865	0.999677189
TEX14	Tissue enriched	testis: 48.9	6.185818418	-0.154830373	0.35257801	-0.439137918	0.660561606	0.999677189
SLC25A26	Expressed in all		278.820048	-0.04541889	0.103476175	-0.438930893	0.660711611	0.999677189
HDAC7	Expressed in all		283.2240068	0.085652432	0.195143302	0.438920689	0.660719005	0.999677189
SYCP1	Tissue enriched	testis: 72.5	1.020231502	0.305766964	0.696706388	0.438874925	0.660752167	0.999677189
PRR5	Mixed		266.7048964	0.0881347	0.200832667	0.438846434	0.660772812	0.999677189
CSNK1G3	Expressed in all		437.5392576	0.079429933	0.181002905	0.438832366	0.660783007	0.999677189
ASNS	Expressed in all		48.29584766	0.168518348	0.384061418	0.438779684	0.660821182	0.999677189
GLOD4	Expressed in all		845.1850521	-0.033747976	0.076914614	-0.438771961	0.660826779	0.999677189
STK11	Expressed in all		469.8923985	0.123547106	0.281587516	0.43875207	0.660841193	0.999677189
MICAL3	Expressed in all		755.1170971	0.086608911	0.197412381	0.438720769	0.660863877	0.999677189
TMEM71	Mixed		24.43835723	0.102738783	0.234206727	0.43866709	0.660902777	0.999677189
TMEM235	Tissue enriched	cerebral cortex: 15.6	0.193809776	-1.178932134	2.687613308	-0.438653928	0.660912315	NA
C6orf48	Expressed in all		158.2738349	0.089545429	0.204149624	0.43862647	0.660932214	0.999677189
NUCKS1	Expressed in all		7096.575373	0.039695221	0.090511033	0.438567758	0.660974764	0.999677189
ACTB	Expressed in all		17456.80832	0.058674686	0.133792777	0.438548979	0.660988373	0.999677189
OSBPL8	Expressed in all		879.0099874	0.096023897	0.219005508	0.438454257	0.661057023	0.999677189
HCST	Expressed in all		73.24341625	0.111926021	0.255278094	0.438447417	0.66106198	0.999677189
PPP1R42	Group enriched	fallopian tube: 7.9;testis: 15.6	1.223618856	-0.296350279	0.675942232	-0.438425453	0.661077899	0.999677189
HOXA9	Mixed		0.778585936	0.363345244	0.828857265	0.438368896	0.66111889	NA
MRPS9	Expressed in all		314.215584	-0.043153485	0.098451672	-0.438321508	0.661153237	0.999677189
DCAKD	Expressed in all		294.3417874	0.046392365	0.105840996	0.438321323	0.661153371	0.999677189
ARL14EP	Expressed in all		384.9557842	0.050090124	0.114280901	0.438307041	0.661163722	0.999677189
TOPORS	Expressed in all		444.1510059	0.032398027	0.073917277	0.438301142	0.661167998	0.999677189
NETO1	Tissue enriched	cerebral cortex: 64.0	1.194695574	-0.397033622	0.906004818	-0.438224626	0.661223459	0.999677189
HLA-DQB2	Tissue enhanced	lung: 8.1;skin: 13.3	41.73265519	0.192499947	0.439366409	0.438130779	0.661291484	0.999677189
NUP155	Tissue enriched	testis: 126.8	299.6855173	-0.044444094	0.101512254	-0.437819985	0.661516782	0.999677189
GTSF1	Tissue enriched	testis: 333.8	3.210124918	0.244958219	0.559738669	0.437629617	0.661654798	0.999677189
SLC13A4	Tissue enriched	placenta: 76.8	11.57351957	0.164444991	0.375801923	0.43758422	0.661687712	0.999677189
ABCC6	Tissue enhanced	kidney: 16.9;liver: 23.4	2006.620365	0.08042024	0.183850546	0.43742182	0.661805463	0.999677189
VAX1	Tissue enhanced	cerebral cortex: 1.4	0.290145753	0.543277502	1.242145783	0.437370161	0.66184292	NA
ACTR8	Expressed in all		161.6581155	0.054417357	0.124435165	0.437314944	0.661882959	0.999677189
GSDMB	Tissue enhanced	duodenum: 67.0;small intestine: 85.1	304.4525908	-0.095275612	0.217898631	-0.437247412	0.661931929	0.999677189
AVIL	Mixed		39.09789721	0.121799304	0.278630798	0.437135108	0.662013368	0.999677189
ADAMTSL1	Tissue enhanced	endometrium: 24.1	27.00822587	-0.131946666	0.301956666	-0.436972193	0.662131515	0.999677189
CITED2	Expressed in all		1320.108746	-0.074561533	0.170678097	-0.436854725	0.662216708	0.999677189
PKIG	Expressed in all		398.6828551	0.052830472	0.12101739	0.436552728	0.662435751	0.999677189
DNAJC25-GNG10	Mixed		196.5178252	-0.132782521	0.304250053	-0.436425628	0.662527948	0.999677189
ZNF329	Mixed		150.2346817	-0.050613478	0.115984692	-0.436380668	0.662560563	0.999677189
GDPGP1	Mixed		33.23731758	-0.076576481	0.175527615	-0.436264581	0.662644777	0.999677189
MYOT	Tissue enriched	skeletal muscle: 766.9	6.462678607	-0.18813441	0.431363523	-0.436138895	0.662735959	0.999677189
WDR89	Expressed in all		200.211655	0.043388504	0.099532776	0.435921769	0.66289349	0.999677189
C11orf42	Tissue enriched	testis: 20.3	1.242882456	-0.298345696	0.684444183	-0.435894852	0.66291302	0.999677189
AURKC	Tissue enriched	testis: 73.7	10.24377422	-0.111099328	0.254975104	-0.435726182	0.663035407	0.999677189
SPATA25	Mixed		8.791740066	-0.12485727	0.28657903	-0.435681807	0.663067607	0.999677189
SCARA3	Tissue enhanced	fallopian tube: 151.9	69.96205187	-0.091639333	0.210385307	-0.435578577	0.663142517	0.999677189
MAP2K7	Expressed in all		456.3552503	0.073781878	0.169391815	0.435569325	0.663149231	0.999677189
ARHGEF38	Tissue enhanced	breast: 10.0;prostate: 9.3	12.91544318	0.171351638	0.393470427	0.435487972	0.663208268	0.999677189
AGBL2	Group enriched	fallopian tube: 15.3;testis: 22.6	52.27651719	-0.105596693	0.242515407	-0.435422619	0.663255695	0.999677189
CCDC183	Tissue enriched	testis: 11.8	6.724383021	-0.197862358	0.454429476	-0.435408283	0.6632661	0.999677189
TRIP11	Expressed in all		885.9680501	-0.045487714	0.104516096	-0.435222092	0.663401229	0.999677189
HTR1B	Tissue enhanced	placenta: 10.0;stomach: 4.7	0.157275554	-0.89671556	2.060926562	-0.435103111	0.663487585	NA
CAMK1G	Tissue enhanced	cerebral cortex: 32.3;ovary: 27.7	5.330361103	-0.18988128	0.436521662	-0.434987073	0.66357181	0.999677189
ERP27	Group enriched	fallopian tube: 104.4;pancreas: 282.3	6.979500309	0.160522005	0.369038165	0.434973996	0.663581303	0.999677189
MRPL9	Expressed in all		261.7592226	0.035758421	0.082223131	0.434894913	0.663638707	0.999677189
ZMIZ1	Expressed in all		216.6099469	-0.12012006	0.276275227	-0.434784044	0.663719188	0.999677189
IL15	Mixed		68.28788171	0.086402193	0.198759119	0.434708071	0.663774339	0.999677189
BTF3L4	Expressed in all		479.9496375	0.03761496	0.086533811	0.434685119	0.663791002	0.999677189
CA5B	Mixed		68.18296905	0.069547383	0.160053657	0.434525426	0.663906935	0.999677189
S100PBP	Expressed in all		176.402505	-0.064167308	0.147679117	-0.434504952	0.6639218	0.999677189
APLF	Mixed		46.83153433	-0.075952629	0.174821026	-0.434459351	0.663954907	0.999677189
MAP4K1	Tissue enhanced	lymph node: 37.3;spleen: 23.8;tonsil: 27.2	35.68744227	-0.166174134	0.382501433	-0.434440553	0.663968555	0.999677189
KDM2A	Expressed in all		1063.914291	0.037202355	0.085635707	0.434425735	0.663979313	0.999677189
GPR161	Tissue enhanced	smooth muscle: 40.3	10.28828382	0.147729886	0.340106152	0.434364051	0.664024099	0.999677189
AIDA	Expressed in all		1183.243827	0.040512648	0.093270949	0.434354409	0.664031099	0.999677189
PEX7	Expressed in all		137.0481376	-0.052050566	0.119858654	-0.434266229	0.664095124	0.999677189
TWISTNB	Expressed in all		265.746667	-0.044654553	0.102845827	-0.434189258	0.664151013	0.999677189
MADD	Expressed in all		372.7508126	-0.044960416	0.103565077	-0.434127188	0.664196083	0.999677189
DPH7	Expressed in all		108.6754283	-0.076611367	0.176479841	-0.43410832	0.664209784	0.999677189
TVP23C	Mixed		53.89061543	-0.120893041	0.278544798	-0.434016511	0.664276451	0.999677189
ZMYM3	Expressed in all		308.409987	-0.048254715	0.111183989	-0.434007767	0.664282801	0.999677189
ARL6IP1	Expressed in all		5581.080988	0.054952394	0.126630973	0.433956976	0.664319684	0.999677189
RNF128	Mixed		3167.92761	-0.060846274	0.140216985	-0.433943678	0.664329341	0.999677189
AXIN1	Expressed in all		172.5077552	0.067756549	0.156172998	0.433855721	0.664393216	0.999677189
ZDHHC5	Expressed in all		888.7571511	0.036350956	0.08378964	0.43383593	0.664407588	0.999677189
FAM151B	Mixed		18.73348905	-0.093112513	0.214714723	-0.433656861	0.664537637	0.999677189
CCNY	Expressed in all		1176.928254	-0.035008771	0.080729831	-0.43365347	0.6645401	0.999677189
PNP	Expressed in all		703.5942797	0.065554695	0.151237484	0.433455338	0.664684006	0.999677189
EXOSC7	Expressed in all		188.5222993	-0.039036401	0.090067406	-0.433413179	0.664714628	0.999677189
GJA3	Tissue enhanced	heart muscle: 5.1;parathyroid gland: 5.9;placenta: 3.5	2.303307259	0.285130007	0.657938109	0.433369041	0.664746688	0.999677189
TMOD4	Tissue enriched	skeletal muscle: 378.9	0.687698493	-0.375630811	0.866830755	-0.433338122	0.664769147	NA
BCL2L11	Expressed in all		180.6834688	0.090450782	0.208767834	0.433260146	0.664825788	0.999677189
PGS1	Expressed in all		56.380013	-0.090110599	0.208047625	-0.433124865	0.664924059	0.999677189
PTPN9	Expressed in all		73.56920222	-0.213830548	0.493797122	-0.433033201	0.66499065	0.999677189
GNAQ	Expressed in all		1417.558672	-0.038212483	0.088257876	-0.432964	0.665040923	0.999677189
DCTN5	Expressed in all		263.9851513	-0.041987384	0.096989311	-0.43290733	0.665082095	0.999677189
SPATA1	Tissue enriched	testis: 4.5	7.694208003	0.160103107	0.369836279	0.432902653	0.665085492	0.999677189
RARRES3	Expressed in all		502.9503008	0.069949137	0.16161598	0.432810772	0.665152247	0.999677189
MELK	Tissue enhanced	testis: 16.9	7.961340073	0.241351394	0.557944085	0.432572727	0.665325206	0.999677189
B3GNT8	Tissue enhanced	duodenum: 15.5;small intestine: 16.8	19.93208018	-0.127881295	0.295633856	-0.432566474	0.66532975	0.999677189
TYW3	Expressed in all		328.1637879	0.048032548	0.11104891	0.432535069	0.66535257	0.999677189
CDRT1	Tissue enhanced	testis: 20.3	1.633425524	-0.291037759	0.672893792	-0.432516636	0.665365964	0.999677189
AMBRA1	Expressed in all		210.5162559	0.05339412	0.123451504	0.432510889	0.66537014	0.999677189
AHRR	Tissue enriched	testis: 65.2	6.651396225	-0.155401197	0.35933215	-0.432472288	0.665398189	0.999677189
TMEM120B	Mixed		156.3361823	0.076600508	0.177138487	0.432432889	0.665426818	0.999677189
TPP1	Expressed in all		2490.452351	0.040221522	0.093024663	0.432374818	0.665469017	0.999677189
SYDE1	Mixed		103.9774736	0.078365396	0.181277769	0.432294574	0.66552733	0.999677189
ACAN	Tissue enhanced	seminal vesicle: 5.0	2.672122075	0.250357531	0.579137225	0.432293971	0.665527768	0.999677189
TNFAIP8L1	Tissue enhanced	fallopian tube: 37.1	1663.963612	0.076335406	0.176585962	0.432284679	0.665534521	0.999677189
GXYLT1	Mixed		645.1396244	0.053031678	0.122701008	0.432202463	0.66559427	0.999677189
CD99	Expressed in all		1828.017562	0.045352302	0.104986022	0.43198419	0.665752904	0.999677189
CEP152	Tissue enhanced	testis: 18.1	40.97838218	-0.107255226	0.248285451	-0.431983533	0.665753382	0.999677189
PHAX	Expressed in all		583.4119795	-0.032876777	0.076127053	-0.431867193	0.66583794	0.999677189
ARIH2	Expressed in all		603.1623378	-0.037153214	0.086040559	-0.431810467	0.665879172	0.999677189
PPP2R1A	Expressed in all		67.81976736	-0.131420401	0.304358181	-0.431795196	0.665890272	0.999677189
C4orf48	Tissue enhanced	cerebral cortex: 22.1	16.24286474	-0.154878975	0.358723595	-0.431750176	0.665922995	0.999677189
E2F2	Tissue enhanced	bone marrow: 15.3	5.930255989	-0.158343514	0.366786849	-0.431704446	0.665956236	0.999677189
RABEP2	Expressed in all		104.9844226	-0.093568018	0.216764045	-0.431658388	0.665989715	0.999677189
RARB	Mixed		84.37507069	0.079314926	0.18375033	0.43164508	0.665999389	0.999677189
RPS25	Expressed in all		3233.739093	0.054073664	0.125307641	0.431527267	0.666085031	0.999677189
