Gene	RNA Tissue Category	RNA TS TPM	BaseMean	log2FoldChange	lfcSE	stat	P value	P value adjusted
FAM126B	Mixed		209.1838893	0.477196673	0.111717024	4.271476763	1.94E-05	0.000195621
TMEM237	Mixed		73.57100996	-0.735683681	0.150478812	-4.888951948	1.01E-06	1.48E-05
FZD7	Mixed		56.62212822	-1.482436126	0.169021733	-8.770683533	1.78E-18	2.76E-16
SLC26A2	Tissue enhanced	colon: 213.0;rectum: 207.1	141.4412497	-0.780214896	0.15842339	-4.924871872	8.44E-07	1.26E-05
MED7	Expressed in all		143.6507203	-0.272960315	0.090317664	-3.022225144	0.002509238	0.012381065
ADCY8	Group enriched	cerebral cortex: 12.9;epididymis: 27.8;fallopian tube: 6.2	2.592081416	-4.924710945	0.82993148	-5.933876546	2.96E-09	8.10E-08
RAB39B	Tissue enhanced	cerebral cortex: 19.4	6.436587326	-1.069001934	0.320922231	-3.331031104	0.000865249	0.005071498
NAT2	Group enriched	colon: 14.4;duodenum: 32.7;liver: 62.4;rectum: 14.0;small intestine: 27.1	1363.707934	0.655731219	0.137533338	4.767798313	1.86E-06	2.54E-05
CARNMT1	Expressed in all		671.9395681	0.465786719	0.109531125	4.252551216	2.11E-05	0.000210951
MCU	Expressed in all		191.9286806	-0.245503913	0.076776338	-3.197650718	0.00138552	0.007523941
UGT2B4	Tissue enriched	liver: 655.5	15348.09152	0.65964256	0.148812556	4.432707687	9.31E-06	0.000103552
MMP16	Tissue enhanced	cerebral cortex: 9.6	18.71300043	-1.00442957	0.315137292	-3.187276132	0.001436196	0.007755146
ADK	Expressed in all		1957.925063	0.649444243	0.110430776	5.881007699	4.08E-09	1.08E-07
KCNMA1	Tissue enhanced	smooth muscle: 137.0	456.223407	0.954365894	0.194340151	4.910801449	9.07E-07	1.34E-05
BATF	Tissue enhanced	lymph node: 31.4	14.05380664	-1.075804183	0.302137898	-3.560639666	0.000369952	0.002470949
ADAMTS3	Tissue enhanced	parathyroid gland: 7.3	9.1417703	-1.679524046	0.25056931	-6.702832223	2.04E-11	8.67E-10
NDUFAF6	Mixed		180.9261624	0.611808158	0.1056828	5.789098668	7.08E-09	1.77E-07
DRAM2	Mixed		464.544941	-0.272783163	0.088846448	-3.070276523	0.002138607	0.010877878
ADAMTSL3	Mixed		523.2126645	0.474872477	0.110235338	4.307806237	1.65E-05	0.000170378
SLC28A1	Group enriched	duodenum: 37.9;kidney: 49.4;liver: 35.4;small intestine: 53.6	880.5304333	0.653002161	0.122976193	5.309988437	1.10E-07	2.03E-06
RWDD2B	Mixed		345.2882632	0.408827033	0.090159337	4.534494662	5.77E-06	6.83E-05
TSPAN7	Tissue enriched	cerebral cortex: 574.4	519.5549856	1.167837169	0.157424073	7.418415407	1.19E-13	8.03E-12
SFXN2	Tissue enhanced	kidney: 18.7	370.6706937	0.607998665	0.128063742	4.747625324	2.06E-06	2.77E-05
FUT6	Tissue enhanced	esophagus: 49.8;kidney: 34.5	168.1407945	-0.816350746	0.225829641	-3.614896359	0.000300468	0.002061617
SH3RF2	Tissue enhanced	skin: 67.3	151.2407092	0.830636049	0.144903534	5.732338111	9.91E-09	2.40E-07
PPP2R2B	Tissue enhanced	cerebral cortex: 135.2	11.16345338	-0.935455033	0.260936297	-3.584993898	0.000337086	0.002282014
HKDC1	Tissue enhanced	duodenum: 53.1;small intestine: 52.3	154.7082544	-2.364909745	0.45343428	-5.215551292	1.83E-07	3.24E-06
HK1	Expressed in all		154.0351813	-0.921542711	0.200954388	-4.585830251	4.52E-06	5.53E-05
TYSND1	Mixed		208.9838892	0.440440333	0.126367112	3.485403182	0.000491396	0.003131675
CD109	Tissue enriched	parathyroid gland: 967.3	94.18087575	-1.411350416	0.240480642	-5.868873294	4.39E-09	1.15E-07
ZDHHC5	Expressed in all		888.7571511	-0.265295592	0.072405782	-3.664011163	0.000248296	0.00175144
MED19	Expressed in all		148.0242843	0.606051666	0.245929244	2.464333463	0.013726834	0.049992988
RAB11FIP1	Expressed in all		418.6602937	-0.649483884	0.090978741	-7.13885327	9.41E-13	5.25E-11
UTP14A	Expressed in all		78.97613026	-0.611887146	0.248237461	-2.4649267	0.013704128	0.049944312
MAPK13	Mixed		32.53422169	-1.855572541	0.299758976	-6.190215108	6.01E-10	1.92E-08
BAG4	Expressed in all		663.8513058	0.452301402	0.114355712	3.955214781	7.65E-05	0.000647438
MS4A1	Group enriched	appendix: 240.0;lymph node: 770.3;spleen: 468.8;tonsil: 789.8	33.29970075	-0.674466657	0.269515529	-2.502515013	0.01233144	0.045856965
WDYHV1	Expressed in all		70.45710865	-0.394243587	0.116637654	-3.380071304	0.00072467	0.004380577
FBXO32	Tissue enhanced	smooth muscle: 146.8	92.09752287	-0.348252905	0.110773472	-3.143829463	0.001667526	0.008805626
NSMCE2	Expressed in all		115.5591337	-0.397086106	0.081389954	-4.878809838	1.07E-06	1.55E-05
FRRS1	Mixed		22.95385199	1.478463669	0.386745811	3.822830469	0.000131928	0.001032085
PHKG2	Expressed in all		195.7937413	0.300701689	0.117129198	2.567264996	0.010250424	0.039425806
COX6A2	Group enriched	heart muscle: 687.3;skeletal muscle: 1846.8	31.1995789	0.711167008	0.28849092	2.46512787	0.013696436	0.049940734
MALSU1	Mixed		406.3318516	0.284010527	0.072638451	3.909919918	9.23E-05	0.000762285
VPS8	Expressed in all		226.0425415	-0.301215334	0.115089412	-2.617228879	0.008864688	0.035093619
BUB1B	Tissue enhanced	testis: 40.3	4.94930298	-1.556859104	0.446114972	-3.489815856	0.000483353	0.00308595
RPUSD3	Expressed in all		208.2816857	0.316017346	0.108106967	2.923191321	0.003464636	0.016235914
NMNAT2	Tissue enriched	cerebral cortex: 73.5	5.096571033	-1.597338803	0.361473524	-4.418964861	9.92E-06	0.000109431
ATP2B2	Tissue enriched	cerebral cortex: 64.7	708.6328201	-0.467020705	0.182508592	-2.558897091	0.010500482	0.040232184
SLC6A1	Group enriched	cerebral cortex: 119.4;liver: 50.4	3240.203232	0.833244706	0.148230627	5.621272229	1.90E-08	4.26E-07
RBPMS	Mixed		638.4916101	-0.520889085	0.132558521	-3.929502858	8.51E-05	0.000710813
TMEM171	Tissue enhanced	colon: 32.4;rectum: 32.3;thyroid gland: 47.1	18.12241185	-0.813357731	0.215000525	-3.783049985	0.000154918	0.001183665
C8A	Tissue enriched	liver: 328.8	10157.74095	0.281122045	0.108033776	2.602168099	0.009263643	0.036409712
NRG1	Mixed		53.62991064	-0.922360453	0.327127057	-2.819578614	0.004808675	0.021318317
STEAP2	Tissue enriched	prostate: 208.0	174.5748312	-0.49958408	0.175934307	-2.839605812	0.004516931	0.020274066
MMP14	Mixed		452.2153964	-1.39698583	0.150277689	-9.296029475	1.46E-20	3.27E-18
FZD1	Mixed		248.5492511	-0.732394057	0.156206478	-4.688627928	2.75E-06	3.60E-05
GATAD1	Expressed in all		540.8694028	0.124409844	0.050090745	2.483689238	0.013002923	0.047874834
TMED6	Tissue enhanced	fallopian tube: 35.3;pancreas: 61.2;stomach: 37.5	39.20427997	1.240402097	0.238908259	5.191959885	2.08E-07	3.64E-06
DHRS4	Expressed in all		721.3339575	0.593919618	0.167344488	3.549083845	0.000386574	0.002559305
ARMC12	Tissue enriched	testis: 63.2	5.007676482	1.646247903	0.567963937	2.898507803	0.00374943	0.017335542
IL34	Tissue enhanced	skin: 58.0;spleen: 145.6	31.17914887	-1.337487991	0.276391388	-4.839108773	1.30E-06	1.85E-05
DHRS1	Expressed in all		1310.213556	0.575882094	0.170638414	3.374867833	0.000738511	0.004449121
KIT	Tissue enhanced	breast: 133.6	55.01327754	-0.833134496	0.272109062	-3.061766817	0.002200348	0.011112449
HYDIN	Tissue enhanced	fallopian tube: 9.1;parathyroid gland: 5.4;testis: 6.4	106.7120749	1.318731056	0.483533169	2.727281478	0.006385854	0.026883657
CCNB2	Tissue enhanced	testis: 122.6	8.991454789	-0.901339119	0.326373946	-2.761676077	0.00575055	0.024676511
FAM81A	Tissue enhanced	cerebral cortex: 33.3	5.44158821	-1.495593581	0.279787042	-5.34547123	9.02E-08	1.71E-06
MYO1E	Expressed in all		731.9868255	-0.525099098	0.110600029	-4.747730199	2.06E-06	2.77E-05
MUM1L1	Tissue enriched	ovary: 226.8	73.18094294	-1.095161985	0.236655736	-4.627658742	3.70E-06	4.67E-05
KCNJ15	Tissue enhanced	kidney: 261.3;thyroid gland: 216.3	78.83554824	-1.173346332	0.296217177	-3.961101593	7.46E-05	0.000634702
TMEM164	Expressed in all		99.91016601	-0.855938275	0.148256009	-5.773379998	7.77E-09	1.92E-07
C2CD2	Tissue enhanced	adrenal gland: 110.0	331.4259655	-0.407891946	0.113515368	-3.593275104	0.000326548	0.002220969
SLC38A10	Expressed in all		2112.466794	0.482810719	0.14691258	3.28638104	0.001014836	0.005821581
ZNF618	Mixed		272.6262872	-0.386431493	0.110168074	-3.507654073	0.000452076	0.002918449
TMEM268	Expressed in all		181.0301209	0.397328212	0.114823321	3.4603442	0.000539485	0.003393801
SNX22	Tissue enhanced	cerebral cortex: 16.2;thyroid gland: 14.4	73.88729957	1.038893756	0.291809008	3.560183987	0.000370595	0.002473913
SLC34A2	Tissue enriched	lung: 1121.1	79.31446711	-2.275675413	0.260028962	-8.751622884	2.10E-18	3.20E-16
SLC37A3	Expressed in all		212.4553526	-0.351454151	0.10082631	-3.485738507	0.00049078	0.003130156
AP3S2	Expressed in all		764.85097	0.30626621	0.114689718	2.67038942	0.007576332	0.030834638
GAREM2	Group enriched	cerebral cortex: 23.0;parathyroid gland: 17.8	9.102947231	-1.2265807	0.229517922	-5.344160877	9.08E-08	1.72E-06
PEX10	Expressed in all		426.789891	0.510500274	0.15482168	3.29734359	0.00097604	0.005633334
AGAP1	Expressed in all		153.6813839	-0.449433475	0.078869572	-5.698439396	1.21E-08	2.85E-07
BRE	Expressed in all		183.1204624	-0.828249062	0.137461188	-6.025330319	1.69E-09	4.87E-08
PTPDC1	Mixed		35.85825807	-0.763560578	0.184834251	-4.131055667	3.61E-05	0.000337294
XDH	Tissue enhanced	breast: 48.3;duodenum: 45.6;liver: 35.9;small intestine: 54.6	2671.313924	0.334049512	0.119405609	2.797603186	0.005148332	0.022590768
XKR8	Expressed in all		168.5331482	0.37500301	0.101303825	3.701765552	0.000214104	0.001543946
CNNM4	Expressed in all		115.5177473	-0.201098945	0.081022545	-2.482012192	0.013064281	0.048029705
DZIP1L	Mixed		16.28014582	-0.923663108	0.279795246	-3.301210872	0.000962685	0.005563993
FANCC	Mixed		643.3817747	0.653511618	0.129379432	5.051124502	4.39E-07	7.04E-06
MRAS	Expressed in all		110.4051436	-1.126646874	0.164787332	-6.836975028	8.09E-12	3.84E-10
ESYT3	Tissue enhanced	lung: 8.4;skin: 7.5;thyroid gland: 8.5	7.431499509	-0.970552329	0.333085933	-2.913819624	0.003570361	0.016650608
FAIM	Expressed in all		75.48705465	-0.848778235	0.143943232	-5.896617868	3.71E-09	9.92E-08
CLSTN2	Tissue enhanced	cerebral cortex: 34.6;ovary: 81.6	29.36597138	-2.680462414	0.271987793	-9.855083527	6.52E-23	2.46E-20
COLEC12	Tissue enhanced	placenta: 28.2	17.9989577	-1.659935777	0.343030046	-4.839039015	1.30E-06	1.85E-05
AUTS2	Expressed in all		764.4900677	0.580218762	0.11977035	4.844427385	1.27E-06	1.81E-05
SHROOM4	Tissue enhanced	lung: 19.2	70.65200621	-0.654429791	0.177892187	-3.678800078	0.000234334	0.001664747
HIST1H2BD	Expressed in all		298.1837332	0.470724214	0.152331796	3.090124483	0.002000726	0.010277358
TSPAN33	Expressed in all		121.9479609	1.67602423	0.326329546	5.135986768	2.81E-07	4.76E-06
NRG2	Tissue enhanced	parathyroid gland: 13.3	6.226839713	-2.19047933	0.399067199	-5.488998688	4.04E-08	8.41E-07
B4GALT5	Expressed in all		583.3460443	-0.470488956	0.109397853	-4.300714726	1.70E-05	0.000175173
CD1A	Group enriched	esophagus: 9.5;skin: 27.0	1.842962234	-2.011244654	0.488971015	-4.113218557	3.90E-05	0.000360266
CD1C	Tissue enhanced	spleen: 40.6;tonsil: 45.1	27.88985425	-0.720205334	0.278443617	-2.586539217	0.009694514	0.037730696
CD1E	Tissue enhanced	skin: 18.3	20.96717054	-1.484310917	0.314568839	-4.718556746	2.38E-06	3.16E-05
TSR2	Expressed in all		305.2649206	0.332315925	0.125703466	2.643649663	0.00820175	0.032924715
ZFAND2B	Expressed in all		284.4380614	0.404817138	0.112114057	3.610761667	0.000305299	0.002091307
GDPD5	Tissue enhanced	spleen: 67.0	130.7225523	0.865605662	0.173455129	4.990372243	6.03E-07	9.32E-06
DYNC1I1	Tissue enhanced	cerebral cortex: 83.9	7.759461401	-1.148795365	0.292679398	-3.925098149	8.67E-05	0.000722246
COPG2	Expressed in all		104.6085679	-0.312249535	0.114034752	-2.738196297	0.006177719	0.026176846
PAGE5	Tissue enriched	testis: 41.0	3.384352705	1.192574022	0.48328446	2.46764405	0.013600549	0.049649283
TAGLN2	Expressed in all		1639.05775	-0.437775442	0.154018882	-2.84234918	0.004478241	0.020135237
SLAMF8	Tissue enhanced	appendix: 39.3	57.71330559	-1.768592222	0.270509313	-6.538008634	6.23E-11	2.41E-09
SLC45A3	Tissue enriched	prostate: 505.2	405.8025852	0.850432256	0.146244002	5.815159898	6.06E-09	1.54E-07
NBL1	Expressed in all		98.82961661	-0.64652494	0.225060346	-2.872673707	0.004070143	0.018580242
F11R	Expressed in all		2842.606224	-0.305586531	0.068723994	-4.446576991	8.72E-06	9.81E-05
NIT1	Expressed in all		644.6424455	0.3507132	0.085666508	4.093936006	4.24E-05	0.000386435
NPM2	Tissue enhanced	parathyroid gland: 69.7;thyroid gland: 42.7	14.54113111	-1.150659685	0.343694408	-3.347915058	0.00081422	0.004821211
CDA	Tissue enhanced	bone marrow: 104.6;esophagus: 56.7	317.0974374	0.37521754	0.121774844	3.081240151	0.002061403	0.010545522
ADAMTS4	Tissue enhanced	adipose tissue: 62.8	87.93380782	-2.174710106	0.346378715	-6.278417278	3.42E-10	1.15E-08
FCER1G	Expressed in all		490.85952	0.611386131	0.215942398	2.831246368	0.004636699	0.020721966
CDC42SE2	Expressed in all		766.0445646	-0.272507658	0.091159512	-2.989349688	0.00279572	0.013573991
RAPGEF6	Mixed		238.9063217	-0.90795574	0.321690356	-2.822452469	0.004765789	0.021180999
IFNGR2	Mixed		565.2844828	-0.467767319	0.106372943	-4.397427636	1.10E-05	0.000119545
DONSON	Tissue enhanced	testis: 40.3	130.8475871	0.252775869	0.099990501	2.527998822	0.011471474	0.043253468
SV2A	Tissue enhanced	cerebral cortex: 166.9;parathyroid gland: 72.0	18.43337539	-1.183268716	0.242837052	-4.872686057	1.10E-06	1.59E-05
STC1	Tissue enhanced	cervix, uterine: 78.0	47.00446828	-3.281449745	0.318204853	-10.31238121	6.19E-25	3.08E-22
KCNE2	Tissue enriched	stomach: 175.3	11.82275777	0.870887463	0.296078964	2.941402692	0.003267295	0.015486057
UBE2Z	Expressed in all		699.9602133	-0.187718213	0.063073171	-2.976197503	0.002918468	0.014073893
CLIC6	Tissue enhanced	stomach: 79.1	88.63776677	-3.38397333	0.296865082	-11.39902784	4.23E-30	5.01E-27
RUNX1	Mixed		185.2451861	-1.180619569	0.20140755	-5.861843671	4.58E-09	1.19E-07
CBR3	Mixed		9.12089051	-1.059513036	0.31686675	-3.343717942	0.000826637	0.004883124
GJD2	Group enriched	adrenal gland: 7.9;cerebral cortex: 1.9	3.123937097	1.492924034	0.581573946	2.567040778	0.010257055	0.039439121
CHAF1B	Mixed		15.28677901	-1.17959933	0.236628384	-4.98502889	6.20E-07	9.55E-06
CLDN14	Group enriched	kidney: 3.6;liver: 9.5	341.9468295	0.873123916	0.169018715	5.165841638	2.39E-07	4.12E-06
SIM2	Tissue enhanced	esophagus: 22.8;kidney: 13.0;prostate: 10.3	21.64103816	0.515817985	0.168118506	3.068180885	0.002153662	0.010939876
GOLGA6A	Tissue enriched	testis: 19.6	86.19567139	2.734244443	0.290108671	9.42489735	4.31E-21	1.08E-18
SCUBE1	Tissue enhanced	ovary: 24.9	32.12302657	1.411501928	0.530153222	2.66244148	0.007757606	0.031415337
ARHGAP27	Mixed		142.3749011	-0.400351441	0.146357749	-2.735430438	0.006229875	0.026369713
PTMS	Expressed in all		4726.82468	0.970867787	0.308023244	3.151930271	0.00162195	0.008599617
CYB5R1	Expressed in all		513.3354174	0.206185643	0.070907568	2.907808704	0.003639709	0.01692254
M1AP	Tissue enhanced	testis: 14.8	2.277695132	-1.379088984	0.460941041	-2.991898881	0.002772481	0.013484831
BTG2	Expressed in all		381.7058234	-1.8378853	0.215616492	-8.523862362	1.54E-17	1.97E-15
CES5A	Tissue enriched	epididymis: 79.9	106.0702754	0.984654309	0.199763983	4.92908828	8.26E-07	1.23E-05
STARD9	Mixed		56.74828966	-0.530097318	0.185748296	-2.853847545	0.004319325	0.019531511
TCHH	Tissue enhanced	placenta: 1.6;spleen: 2.1	12.10916981	0.857235584	0.303192937	2.827360003	0.004693353	0.020924769
AMFR	Expressed in all		3430.418079	0.202457836	0.074789227	2.707045456	0.006788496	0.028268822
CCDC17	Tissue enriched	fallopian tube: 54.5	16.5158725	0.835058492	0.254140906	3.285809063	0.001016899	0.005828614
GPBP1L1	Expressed in all		1693.258663	0.164030497	0.055313311	2.965479631	0.003022114	0.014492289
ADGRG5	Tissue enhanced	lymph node: 11.2;tonsil: 8.8	78.24792939	1.760085807	0.345413528	5.095590258	3.48E-07	5.72E-06
DRC7	Group enriched	fallopian tube: 32.4;testis: 81.2	2.620276193	-1.217806046	0.339876251	-3.583086622	0.000339558	0.002295659
SPON2	Tissue enhanced	endometrium: 105.2;prostate: 113.0	659.4867913	-0.523205738	0.161504471	-3.239574324	0.001197083	0.006641181
TPPP3	Tissue enriched	fallopian tube: 1311.7	25.25248608	-1.453685042	0.332783699	-4.36825796	1.25E-05	0.000133977
ZDHHC1	Mixed		47.65679466	-0.683897967	0.203381772	-3.362631561	0.000772033	0.004612005
CARMIL2	Tissue enhanced	appendix: 16.2;lymph node: 25.0;spleen: 15.1	16.06287331	-0.931959816	0.355448339	-2.621927613	0.0087434	0.034721331
C16orf86	Tissue enriched	testis: 27.5	33.04057632	0.551207036	0.180727115	3.049940997	0.002288863	0.011480289
RGS12	Mixed		342.611231	0.520988151	0.119202265	4.370622917	1.24E-05	0.000132762
ZYX	Expressed in all		422.9060575	-0.613998897	0.135661917	-4.525948845	6.01E-06	7.07E-05
ABR	Mixed		242.1476365	-0.780362735	0.131668345	-5.926730038	3.09E-09	8.43E-08
LYPD5	Tissue enhanced	skin: 43.7	4.265459799	-1.355763265	0.384668403	-3.524498646	0.000424285	0.00276485
CCDC117	Expressed in all		873.6203755	0.42298436	0.096764671	4.371268493	1.24E-05	0.000132591
ZNF233	Tissue enhanced	testis: 26.1	6.900293255	-1.901385212	0.450137753	-4.224007432	2.40E-05	0.000234467
ARHGAP35	Expressed in all		1979.572768	0.329461437	0.090571206	3.637595765	0.000275195	0.001912993
PTGIR	Tissue enhanced	lung: 13.9	73.48504256	-1.213097127	0.19477918	-6.228063622	4.72E-10	1.54E-08
CALM3	Expressed in all		2130.247571	0.333670469	0.12965426	2.573540357	0.010066391	0.038856049
SSU72	Expressed in all		1170.60574	0.285648209	0.082134277	3.477819723	0.00050551	0.003209098
NR2F6	Mixed		1279.127673	0.763464306	0.199526627	3.826378055	0.000130043	0.001018904
KALRN	Tissue enhanced	cerebral cortex: 51.3	306.6914193	-0.483304209	0.127776777	-3.782410402	0.000155317	0.001185984
CILP2	Tissue enhanced	gallbladder: 2.5;testis: 4.2	7.514601995	-3.797074055	0.476324616	-7.971609968	1.57E-15	1.45E-13
ABCG1	Expressed in all		199.9094514	-0.67582326	0.17904369	-3.774627626	0.000160247	0.001216908
TFF2	Group enriched	duodenum: 1027.1;stomach: 5110.7	25.51261824	1.611581648	0.526188333	3.062746828	0.002193155	0.01109413
TMPRSS3	Tissue enhanced	fallopian tube: 35.2	49.76277218	-2.391980916	0.309651462	-7.724752541	1.12E-14	9.15E-13
UBASH3A	Tissue enhanced	lymph node: 12.5	13.14840681	-1.191155768	0.294872863	-4.039557104	5.36E-05	0.000474235
RSPH1	Tissue enriched	fallopian tube: 251.8	7.513993597	-2.123257794	0.348047177	-6.100488487	1.06E-09	3.21E-08
SLC37A1	Mixed		85.94050904	-1.104885264	0.137736273	-8.021745017	1.04E-15	1.01E-13
PDE9A	Tissue enhanced	prostate: 56.8	50.32874317	-0.884035289	0.226057534	-3.910665005	9.20E-05	0.000760694
CBS	Tissue enhanced	liver: 56.6;ovary: 31.1	3452.731167	0.79199812	0.161118981	4.915610281	8.85E-07	1.31E-05
CSTB	Tissue enriched	esophagus: 1822.8	469.3584293	-0.310929518	0.112201928	-2.771160221	0.005585693	0.02408534
AGPAT3	Expressed in all		2488.042612	0.263733862	0.098185134	2.686087511	0.007229415	0.029735927
GAB3	Mixed		50.84635533	-0.522207488	0.163445828	-3.194988179	0.001398366	0.007578819
C21orf33	Expressed in all		2057.079828	0.274937724	0.07962515	3.452900569	0.000554593	0.003475703
C21orf2	Expressed in all		202.6123237	0.447914266	0.176644074	2.535688044	0.011222666	0.042514962
LRRC3	Mixed		329.8118175	0.424125219	0.171218358	2.477101315	0.01324543	0.048559423
RALGDS	Expressed in all		178.1580696	-0.772594143	0.207840412	-3.71724698	0.000201406	0.001467521
FTCD	Group enriched	kidney: 100.2;liver: 184.7	8102.442389	0.962523635	0.216685533	4.442029979	8.91E-06	9.99E-05
LSS	Expressed in all		1781.08131	1.349228122	0.224004758	6.023211888	1.71E-09	4.93E-08
PRMT2	Expressed in all		344.1592624	-0.317563406	0.092672403	-3.42673109	0.000610894	0.003780009
ZNF208	Mixed		15.53038319	-0.982711212	0.32272513	-3.045040876	0.002326487	0.011633836
ADAMTS13	Mixed		496.9958114	0.495386682	0.193973661	2.553886336	0.010652803	0.040726758
FCN2	Tissue enriched	liver: 55.0	1070.072284	1.805094268	0.251938255	7.164828004	7.79E-13	4.47E-11
GPSM1	Mixed		31.09722955	-1.074599501	0.23810003	-4.513227066	6.38E-06	7.42E-05
ST6GALNAC6	Expressed in all		674.8541718	-0.314243545	0.119813694	-2.622768191	0.008721859	0.034654947
RDH13	Mixed		82.74419368	-0.43910163	0.140588096	-3.123320129	0.001788231	0.009327545
BRSK1	Tissue enriched	cerebral cortex: 137.8	7.089953215	-1.198646465	0.386468983	-3.10153342	0.001925211	0.009936614
PLPP7	Group enriched	heart muscle: 32.6;skeletal muscle: 72.2	5.189965289	-1.083773562	0.333230583	-3.252323223	0.001144658	0.006406017
TAOK1	Expressed in all		145.4257113	-0.455432795	0.148421987	-3.068499506	0.002151367	0.010933845
MED27	Expressed in all		66.95321934	-0.305946146	0.114518469	-2.671587814	0.007549332	0.030793658
MPZL3	Mixed		191.7939751	-0.787194006	0.129070523	-6.098944902	1.07E-09	3.23E-08
JAML	Tissue enhanced	appendix: 82.3	146.5284571	-1.046042055	0.179592803	-5.82452101	5.73E-09	1.46E-07
NEK8	Mixed		48.00569646	0.446970715	0.168351708	2.654981765	0.00793127	0.031992548
