Gene	RNA Tissue Category	RNA TS TPM	BaseMean	log2FoldChange	lfcSE	stat	P_value	P value adjusted
SLC3A2	Expressed in all		704.3937131	0.182958454	0.132166381	1.384304026	0.166265382	0.330578606
HRASLS5	Tissue enriched	testis: 96.2	1.40173216	-2.483638456	0.566418378	-4.384812623	1.16E-05	0.000125969
C11orf84	Expressed in all		35.25799192	-0.483440929	0.168432663	-2.870232647	0.004101699	0.018703137
ATG16L2	Expressed in all		185.9899138	0.286692544	0.164607742	1.741671078	0.081566016	0.199048879
C2CD3	Mixed		205.5671994	-0.064924997	0.101589267	-0.639093071	0.522762387	0.701215545
TRANK1	Mixed		63.18231167	-0.255806894	0.324239946	-0.78894318	0.430145217	0.621451241
TTC21A	Tissue enriched	testis: 39.4	19.64691844	-0.201306266	0.266248936	-0.756082892	0.449599498	0.639323025
RPSA	Expressed in all		4138.933559	0.042847918	0.092758802	0.461928325	0.644132721	0.791704726
ENTPD3	Tissue enhanced	"cervix, uterine: 33.6"	2.750499193	-1.277637201	0.436879856	-2.924458938	0.003450556	0.016188219
CTNNB1	Expressed in all		3720.984138	-0.131597345	0.076855069	-1.712279322	0.086845206	0.208611184
ULK4	Tissue enhanced	testis: 38.1	31.21422614	-0.595574855	0.206896877	-2.878607269	0.003994354	0.018284564
FADD	Expressed in all		123.9736608	0.157968911	0.178188726	0.886525847	0.375334232	0.570054609
LTBP3	Expressed in all		870.2307631	-0.386411741	0.256190802	-1.508296696	0.131478609	0.280672866
NAALADL1	Tissue enriched	small intestine: 104.2	17.09944543	-0.761698637	0.185387848	-4.108676188	3.98E-05	0.000365526
SAC3D1	Tissue enhanced	testis: 11.6	73.76265802	0.717732298	0.209589432	3.424467975	0.000616004	0.003806884
BATF2	Mixed		63.05171365	0.38874908	0.158853711	2.447214349	0.014396519	0.051946023
SLC22A11	Group enriched	epididymis: 10.0;kidney: 26.0;placenta: 44.8	10.53042497	-0.681542725	0.399293188	-1.706872907	0.087845678	0.210324368
SF1	Expressed in all		1569.917398	0.080057262	0.069158961	1.15758336	0.247034103	0.433637961
MAP4K2	Mixed		88.93305528	0.13401988	0.136498853	0.981838875	0.326179233	0.520816747
MAJIN	Tissue enriched	testis: 41.6	3.278456243	1.855952034	0.425135914	4.365549874	1.27E-05	0.000135473
CCDC88B	Tissue enhanced	spleen: 36.2	54.17319486	-0.122339777	0.256337651	-0.477260271	0.633176798	0.783461081
SCARA3	Tissue enhanced	fallopian tube: 151.9	69.96205187	0.686183157	0.181941633	3.771446619	0.000162304	0.001226915
PBK	Tissue enriched	testis: 108.8	10.04793942	-1.241388236	0.4644218	-2.672975811	0.007518167	0.030685315
SCARA5	Mixed		85.98295619	1.020109316	0.286845782	3.556298818	0.000376116	0.002500978
PNOC	Tissue enhanced	cerebral cortex: 44.2;fallopian tube: 26.3;lymph node: 28.9	2.988994052	-0.878923262	0.435732053	-2.017118677	0.04368313	0.124659424
COPS6	Expressed in all		602.5604453	0.150029953	0.062819323	2.388277155	0.016927571	0.059129964
PAFAH1B2	Expressed in all		988.3905125	-0.284033476	0.081371011	-3.490597834	0.000481941	0.003079302
ANKS3	Mixed		10.48381076	-0.468299318	0.461191683	-1.015411455	0.309909735	0.503924687
NUDT16L1	Expressed in all		284.9901599	0.185056014	0.155662128	1.188831331	0.234506046	0.419455271
KIAA1586	Mixed		116.0391247	-0.034281168	0.121700429	-0.281684861	0.778185164	0.878305632
RAB4A	Expressed in all		898.5382244	0.018709165	0.08499762	0.220113986	0.825782382	0.906233707
OR1F1	Not detected		0.003529959	0.175321379	3.928761563	0.0446251	0.964406135	NA
OR2B2	Not detected		0.082713992	0.507604565	3.623411187	0.140090246	0.888588687	NA
KCNJ4	Group enriched	cerebral cortex: 40.9;heart muscle: 11.4	11.07137986	-0.961852545	0.361155657	-2.66326313	0.007738687	0.031358212
SETD5	Expressed in all		801.8815521	0.197671665	0.101805926	1.941651849	0.052179261	0.142595055
VASN	Mixed		499.7090224	-0.016821701	0.16289962	-0.103264214	0.917753277	0.960564191
FAM83B	Tissue enhanced	skin: 27.3	4.893212946	-2.227188363	0.460164188	-4.839986296	1.30E-06	1.84E-05
HIST3H3	Tissue enriched	testis: 2.1	0.082186316	-0.205741174	3.64771527	-0.05640275	0.955020966	NA
THAP9	Mixed		63.21472534	0.075545873	0.168435809	0.448514323	0.653782052	0.798714007
OR2C1	Tissue enhanced	fallopian tube: 1.1	0.836812346	-0.437439274	0.779559266	-0.561136649	0.574704386	0.740405563
RNF187	Expressed in all		464.0671505	0.335442306	0.189417758	1.770912665	0.076575226	0.190067514
HOOK3	Mixed		228.466627	-0.488730948	0.114353517	-4.273860226	1.92E-05	0.000193959
MAPK1IP1L	Expressed in all		577.7524522	-0.288515415	0.082464745	-3.49865164	0.000467617	0.003000875
DDIT4	Expressed in all		546.3044605	-0.159524504	0.266795192	-0.597928708	0.549887503	0.722259741
RBPJ	Expressed in all		1059.350976	-0.182802405	0.081264583	-2.249472006	0.024482482	0.079276382
LMBRD1	Expressed in all		1726.158772	-0.008429966	0.094303809	-0.089391579	0.928770716	0.965460786
ZCCHC4	Mixed		79.95135066	0.00405605	0.11912899	0.034047548	0.972839235	0.986994094
PTGDR	Tissue enhanced	rectum: 8.6;spleen: 8.7	18.70488376	-0.135240583	0.225740497	-0.59909757	0.549107822	0.721849441
TTC39C	Expressed in all		2307.958061	-0.003593796	0.136104788	-0.026404627	0.978934604	0.989779223
GLYCTK	Tissue enhanced	duodenum: 38.3;liver: 60.6	2896.4536	0.463405167	0.15640932	2.962772075	0.003048822	0.014614738
GNG4	Tissue enhanced	cerebral cortex: 25.3;ovary: 18.4;prostate: 17.5	3.169098437	-0.63379017	0.500789072	-1.265583069	0.205662391	0.383648994
UBTD2	Mixed		386.572232	-0.058443317	0.090837518	-0.643383022	0.519975598	0.698868989
POLR2J3	Expressed in all		185.720242	-0.049285698	0.178558738	-0.276019525	0.78253307	0.881384716
NKIRAS2	Expressed in all		172.3806054	0.022341953	0.197574185	0.113081335	0.909966072	0.956457604
DNAJC7	Expressed in all		589.188419	0.218904829	0.100907407	2.169363346	0.030055109	0.093033815
KCNV2	Tissue enriched	testis: 6.6	0.046562954	0.228753049	3.531748243	0.064770486	0.948356741	NA
IRF2BP2	Expressed in all		2086.671304	-0.116765742	0.090222508	-1.294197474	0.195597219	0.370548065
PTF1A	Tissue enriched	pancreas: 18.2	0.053448835	0.228743129	3.441346312	0.066469082	0.947004372	NA
NT5DC2	Expressed in all		79.67883784	-0.72589417	0.157505222	-4.608699061	4.05E-06	5.05E-05
FOXI1	Tissue enhanced	breast: 10.4;kidney: 20.0	0.003529959	0.175321379	3.928761563	0.0446251	0.964406135	NA
SMIM4	Expressed in all		142.5327961	0.351914681	0.128193174	2.745190478	0.006047579	0.025738139
COA6	Expressed in all		232.9302037	-0.028416336	0.108497789	-0.261907055	0.793393101	0.888100292
KIF5C	Tissue enhanced	cerebral cortex: 205.3	10.23557394	-1.448889782	0.409659359	-3.536816014	0.000404982	0.002661354
MGAT2	Expressed in all		314.0167637	0.614626665	0.28696235	2.141837302	0.032206577	0.098346211
BMI1	Expressed in all		969.4263749	0.000916692	0.178413519	0.005138017	0.995900473	0.997945032
THAP11	Expressed in all		216.9550896	0.281544333	0.089708597	3.138432015	0.001698543	0.008937189
MMADHC	Expressed in all		1847.32174	0.1660335	0.088538184	1.875275646	0.060754812	0.160429568
PDHB	Expressed in all		1032.534162	0.095082015	0.078443047	1.212115267	0.225468261	0.408187739
PXK	Expressed in all		152.8735179	-0.0068469	0.177308612	-0.038615721	0.969196768	0.98507486
HIST1H1E	Tissue enriched	bone marrow: 36.2	4.55161334	0.503065918	0.432999738	1.161815756	0.245310313	0.431646965
PCMTD1	Expressed in all		854.9935138	0.053926867	0.124666415	0.432569323	0.66532768	0.806015278
KCTD6	Expressed in all		204.4095613	0.139142736	0.104265245	1.334507351	0.182037639	0.352890192
MPLKIP	Mixed		780.8091218	0.605661906	0.130669169	4.635078874	3.57E-06	4.53E-05
ACOX2	Tissue enhanced	liver: 87.9	2739.41424	0.667499736	0.134220655	4.973152116	6.59E-07	1.01E-05
FAM107A	Group enriched	cerebral cortex: 485.7;fallopian tube: 125.1	103.5797292	-0.35710973	0.254836584	-1.401328351	0.161115907	0.323257699
IRF2	Expressed in all		618.751071	0.262174461	0.09421175	2.782821258	0.005388849	0.023443657
MOBP	Tissue enriched	cerebral cortex: 175.9	0.941798798	-1.739791818	0.674430594	-2.579645456	0.00989018	0.038354299
CX3CR1	Tissue enhanced	cerebral cortex: 59.2	34.3712722	-0.047945859	0.605900858	-0.079131524	0.936928009	0.96872192
C8orf22	Tissue enriched	skeletal muscle: 362.1	0.259909546	1.058269673	2.136368752	0.495359086	0.62034667	NA
XIRP1	Group enriched	heart muscle: 113.0;skeletal muscle: 58.4	0.337550053	-1.370783929	1.319882051	-1.038565475	0.29900687	NA
INSM2	Tissue enhanced	cerebral cortex: 1.3	0.392827391	0.60178323	2.094987203	0.28724912	0.773921578	NA
DEGS2	Tissue enhanced	skin: 31.4;small intestine: 38.7	9.116246144	-0.559185632	0.351800733	-1.58949536	0.111948601	0.250043654
SCN11A	Tissue enhanced	placenta: 3.7;spleen: 5.3	7.281453072	0.30998148	0.254874951	1.216210059	0.223904913	0.4061254
ARF4	Expressed in all		2315.433091	-0.187072918	0.109004894	-1.71618825	0.086127593	0.207367654
2-Sep	Expressed in all		1805.727241	-0.198085837	0.111986933	-1.768829909	0.076922264	0.19081474
FILIP1L	Mixed		181.0371604	-2.320933587	0.278587363	-8.331079937	8.01E-17	9.36E-15
MFSD2A	Tissue enhanced	epididymis: 116.7;seminal vesicle: 110.9	2745.266027	0.224708563	0.217104085	1.035026878	0.300656359	0.493422913
DTYMK	Expressed in all		100.0827169	0.095440759	0.127141186	0.750667519	0.452852775	0.642494786
TAP1	Mixed		198.2996799	-0.156139878	0.217491843	-0.717911422	0.472811905	0.660696776
ING5	Expressed in all		242.8199178	0.345902154	0.107688055	3.212075407	0.001317798	0.007214414
ATG4B	Expressed in all		339.0565742	0.262812915	0.129158945	2.034802277	0.041870772	0.120565544
BDKRB2	Mixed		23.25734289	-3.210132876	0.428007282	-7.500182843	6.37E-14	4.57E-12
MLKL	Mixed		72.39274361	-0.290318783	0.150946778	-1.923318846	0.054440019	0.147221662
RFWD3	Mixed		99.09737801	-0.118937051	0.205179748	-0.579672467	0.562135514	0.731825708
MTNR1A	Tissue enhanced	kidney: 2.2;testis: 1.9	0.358727288	-2.464175163	0.96302228	-2.558793514	0.010503611	NA
KCNG4	Not detected		0.008835722	0.165896751	3.928753465	0.042226307	0.966318291	NA
RHOH	Tissue enhanced	lymph node: 98.3;tonsil: 77.5	28.31743385	-1.318680756	0.192003553	-6.868001862	6.51E-12	3.18E-10
KLHL30	Tissue enhanced	skeletal muscle: 22.1	1.138019903	0.314193055	0.598745768	0.524752025	0.599755586	0.760401131
COG7	Expressed in all		189.5362716	-0.000525551	0.065218833	-0.008058273	0.993570498	0.996773885
CDC40	Expressed in all		540.4290248	0.112769102	0.080195556	1.406176436	0.159671739	0.32147433
STIP1	Expressed in all		529.05414	0.098482875	0.103220861	0.954098556	0.340033757	0.535251063
SCNN1B	Tissue enhanced	"cervix, uterine: 72.0"	4.602971448	-0.834715137	0.360884975	-2.312967276	0.020724438	0.069638524
HR	Tissue enhanced	skin: 58.9	10.50117472	-0.026102172	0.358010835	-0.072908888	0.941878621	0.971609134
TXNDC2	Tissue enriched	testis: 143.7	0.148583051	-0.261948418	1.706437745	-0.153505991	0.877999266	NA
RAB31	Expressed in all		0.408863903	-1.625546907	3.913741142	-0.415343491	0.677890468	NA
REEP4	Expressed in all		101.9789633	0.227735756	0.172882715	1.317284705	0.18774321	0.360915262
TNXB	Tissue enhanced	adrenal gland: 91.6	330.0183551	-1.574261955	0.196894005	-7.995479385	1.29E-15	1.21E-13
LGI3	Group enriched	cerebral cortex: 76.0;lung: 23.9;skin: 17.3;thyroid gland: 21.6	0.886776746	0.397293041	0.752984697	0.527624323	0.597760108	0.758994314
SFTPC	Tissue enriched	lung: 25269.5	0.023173817	0.411424547	3.92884572	0.104718937	0.916598835	NA
BMP1	Tissue enhanced	placenta: 21.1	437.8383612	0.355481628	0.118533678	2.998992645	0.002708738	0.013223892
ATXN2L	Expressed in all		619.4888857	-0.059036017	0.120731048	-0.488987859	0.624850292	0.777719916
PHYHIP	Tissue enhanced	cerebral cortex: 182.7;skin: 58.2	10.65601995	0.295689239	0.439448875	0.672863796	0.501033946	0.683219517
CCDC110	Tissue enriched	testis: 188.3	7.971832762	-0.314737581	0.272555351	-1.154765739	0.248186371	0.43510834
POLR3D	Expressed in all		71.16245794	-0.240339316	0.113832246	-2.111346515	0.034742539	0.104424779
FEN1	Mixed		107.9357939	0.053965994	0.119998797	0.449721125	0.652911537	0.798107916
SDPR	Expressed in all		708.0791345	0.146559727	0.141027387	1.039228829	0.298698326	0.49137723
MTCL1	Mixed		58.2170372	-1.132139243	0.190188755	-5.952713877	2.64E-09	7.28E-08
GBX2	Not detected		0.384403901	-1.068461512	2.080684623	-0.513514398	0.607591542	NA
HFE2	Group enriched	heart muscle: 45.4;liver: 123.4;skeletal muscle: 212.6	2572.957353	0.510545922	0.13946413	3.660768693	0.00025146	0.001770746
SCGB1D1	Tissue enhanced	"cervix, uterine: 2.0;fallopian tube: 1.3"	0	NA	NA	NA	NA	NA
HEXIM2	Expressed in all		81.51233974	0.899253597	0.194951607	4.612701637	3.97E-06	4.96E-05
FNTA	Expressed in all		385.0271527	-0.122137736	0.111586218	-1.094559328	0.273709742	0.464123083
SERINC2	Mixed		1768.719681	-0.401291032	0.142194644	-2.822124798	0.004770661	0.021195085
MYL1	Tissue enriched	skeletal muscle: 7521.5	0	0	0	0	1	NA
TRAPPC11	Expressed in all		387.2846204	-0.052389825	0.152906508	-0.342626523	0.731879446	0.848880582
CHRM1	Group enriched	cerebral cortex: 39.9;prostate: 42.3;salivary gland: 11.0	0.099802728	-0.266024599	2.256598328	-0.11788744	0.906156846	NA
COL3A1	Tissue enhanced	"cervix, uterine: 3796.7;gallbladder: 3334.2;smooth muscle: 3029.8"	3270.552429	-1.509283961	0.181106748	-8.333670491	7.84E-17	9.20E-15
GFRA2	Tissue enhanced	thyroid gland: 13.4	15.16489405	-0.117765308	0.357351006	-0.329550795	0.741739407	0.855160164
ING2	Expressed in all		73.39209281	0.374270803	0.165051572	2.26759914	0.02335365	0.076311685
CDKN2AIP	Expressed in all		266.3907867	-0.026990222	0.087490632	-0.308492707	0.757707449	0.866145228
SNRNP48	Mixed		303.9886265	0.309842162	0.084465397	3.668273323	0.000244194	0.001725439
TMEM223	Expressed in all		278.4558835	0.226263868	0.095923464	2.358795827	0.01833434	0.063139665
SLC20A2	Expressed in all		792.0951105	0.428308048	0.099704633	4.295768769	1.74E-05	0.000178705
CRYGA	Not detected		0	NA	NA	NA	NA	NA
DYNLRB2	Group enriched	fallopian tube: 134.8;testis: 325.7	3.920327447	-0.078930993	0.350778597	-0.22501656	0.821966392	0.904706961
TMUB2	Expressed in all		317.5345664	0.267346409	0.080368343	3.326513865	0.000879396	0.005141103
ADAM29	Tissue enriched	testis: 73.3	0.808052769	1.880832618	0.823586975	2.283708551	0.022388665	0.073876066
STAT3	Expressed in all		3540.408159	-0.190109662	0.102505285	-1.854632788	0.063648683	0.166010756
ZSWIM1	Expressed in all		99.17645222	0.19569744	0.139744517	1.400394407	0.161395244	0.323609489
ADAM9	Expressed in all		527.0147221	-0.916948368	0.147805321	-6.203757508	5.51E-10	1.77E-08
ADAM18	Tissue enriched	testis: 8.4	0	NA	NA	NA	NA	NA
GDNF	Mixed		17.57254322	-3.622642344	0.382622484	-9.467928571	2.85E-21	7.48E-19
DPCR1	Tissue enriched	stomach: 191.3	3.028661014	0.947127865	1.442537445	0.656570731	0.511456974	0.692003648
WFDC13	Tissue enriched	epididymis: 106.6	0.041741163	0.014197491	3.928629875	0.003613853	0.997116569	NA
AXIN2	Mixed		59.25851996	-0.062446655	0.149840646	-0.416753775	0.676858516	0.813845291
NDUFS5	Expressed in all		964.6300523	0.145064482	0.119110508	1.217898276	0.223262632	0.405280726
VWA3B	Group enriched	fallopian tube: 41.2;testis: 36.2	1.651923649	-0.37326869	0.631809488	-0.590793107	0.554659054	0.726308671
ZNF30	Mixed		13.32331064	1.123109423	0.895735004	1.253841168	0.209899742	0.389036304
UGT3A2	Tissue enhanced	skin: 11.9;testis: 4.6	9.660652018	0.048168276	0.363207527	0.132619156	0.894494582	0.947355923
FAM84B	Mixed		683.1663814	0.182869883	0.106913797	1.710442323	0.08718411	0.209162882
LDLRAD4	Mixed		341.9986891	0.40409255	0.262247448	1.54088268	0.123345342	0.268300909
KCTD19	Tissue enriched	testis: 39.2	3.719703475	1.468282796	0.568146994	2.584336117	0.009756666	0.037937002
SLC16A4	Tissue enhanced	kidney: 125.2	166.69944	0.124215368	0.227359444	0.546339163	0.584832821	0.748691688
IL7R	Tissue enhanced	appendix: 182.9;lymph node: 158.5	303.5182313	-2.170761327	0.26419623	-8.216473523	2.10E-16	2.33E-14
TMEM208	Expressed in all		464.3512688	0.352452516	0.102632732	3.434114138	0.000594494	0.003690457
LRP1B	Tissue enhanced	cerebral cortex: 16.4;thyroid gland: 9.6	13.10808278	0.53480621	0.518783937	1.030884289	0.302595085	0.495331061
WFDC12	Tissue enriched	skin: 49.7	0	NA	NA	NA	NA	NA
AHCYL1	Expressed in all		2290.73007	0.133589479	0.06348746	2.104186857	0.035362151	0.105844323
DNAJC21	Expressed in all		573.4766636	0.085268465	0.12521583	0.680971929	0.495889253	0.678549427
PKIG	Expressed in all		398.6828551	0.039440458	0.104979988	0.37569501	0.707143648	0.833116893
NPNT	Tissue enhanced	lung: 168.4;thyroid gland: 276.0	168.922723	-1.599554186	0.274125885	-5.835108159	5.38E-09	1.38E-07
CA7	Tissue enhanced	colon: 54.6;rectum: 49.8	0.102866711	0.206743482	3.067321765	0.067401954	0.946261713	NA
FAM178B	Group enriched	bone marrow: 11.4;epididymis: 6.7;spleen: 16.7;testis: 7.4	1.05871317	0.038559299	0.844618382	0.045652924	0.963586886	0.982543758
TSPY2	Tissue enriched	testis: 14.1	0	NA	NA	NA	NA	NA
SEMA4C	Expressed in all		309.6154178	-0.142560828	0.120230417	-1.185730133	0.23572889	0.420645109
CNNM3	Expressed in all		664.2541776	0.333953454	0.113257273	2.948627002	0.00319189	0.015196438
GSTM4	Expressed in all		316.0879552	0.809822382	0.168968418	4.792744056	1.65E-06	2.27E-05
TET2	Mixed		251.6379469	0.004297071	0.119753941	0.035882505	0.971376046	0.986273358
CXXC4	Tissue enhanced	cerebral cortex: 8.9	102.494019	0.482561102	0.171026791	2.821552684	0.004779179	0.021229139
TCTN2	Mixed		45.42094992	-0.931771356	0.188163438	-4.951925662	7.35E-07	1.11E-05
SHOX2	Tissue enhanced	adipose tissue: 4.1;testis: 3.3	0.751835542	0.747720859	0.883915933	0.84591852	0.3975982	0.591793751
PPIP5K1	Expressed in all		135.0823972	-0.091656639	0.101312758	-0.904689996	0.365629643	0.560474361
TSPAN5	Tissue enhanced	cerebral cortex: 75.9	28.2656283	-0.587738338	0.214093823	-2.74523725	0.006046717	0.025738139
ABHD15	Mixed		694.4378947	0.607411072	0.137042854	4.432271029	9.32E-06	0.000103716
ZBTB5	Expressed in all		278.1259315	0.10648825	0.083591928	1.273905894	0.202696769	0.380321902
CHTF8	Expressed in all		987.6088936	0.14910787	0.064872324	2.298482016	0.02153437	0.0716747
ADAL	Mixed		123.9158623	0.014684615	0.104010604	0.141183831	0.887724719	0.943575563
LCMT2	Mixed		96.18608609	-0.028372606	0.097512132	-0.290964881	0.771078179	0.874617175
SNTB2	Mixed		301.0509007	-0.24846584	0.162830348	-1.525918497	0.127030163	0.274201095
IL12A	Tissue enhanced	esophagus: 4.0	1.349287172	-0.368572134	0.541575569	-0.680555318	0.496152908	0.678614118
ZNF507	Expressed in all		328.5958333	-0.024638788	0.095713732	-0.257421666	0.796853279	0.890682383
STX18	Expressed in all		287.2385451	0.01106968	0.100675546	0.109954005	0.912445852	0.957891135
NSG1	Tissue enhanced	skin: 143.1	9.498044149	-0.434678964	0.248709359	-1.747738671	0.080509289	0.19723627
ZBTB49	Mixed		24.22114709	0.404941313	0.239637603	1.689807057	0.091064873	0.215856033
GFM1	Expressed in all		1234.075824	0.084596498	0.115092008	0.735033638	0.462319008	0.651380345
OR13J1	Not detected		0.040534627	0.262071778	3.928753462	0.066706089	0.946815687	NA
HTR1E	Tissue enhanced	endometrium: 2.4;ovary: 4.9	0	NA	NA	NA	NA	NA
FSTL5	Group enriched	adrenal gland: 7.8;cerebral cortex: 16.2	1.22185808	0.795838889	1.33146188	0.597718118	0.550028034	0.722359126
DDX19A	Expressed in all		211.1962505	-0.083535928	0.2432863	-0.343364705	0.731324109	0.84859232
ATOH8	Tissue enhanced	adipose tissue: 31.6	360.9253485	0.521138433	0.23343138	2.232512326	0.025581121	0.081949539
SOX14	Group enriched	placenta: 2.4;prostate: 1.2	0	NA	NA	NA	NA	NA
ANKRD49	Expressed in all		147.4192071	0.110066888	0.095104396	1.15732702	0.247138778	0.433724732
SFTPB	Tissue enriched	lung: 5318.7	1.437192015	0.171879062	0.633208585	0.271441459	0.786051519	0.883593609
USP39	Expressed in all		250.4495013	-0.07837094	0.116074037	-0.675180618	0.499561019	0.682036552
TNIP2	Expressed in all		173.7733429	-0.128897396	0.120910156	-1.066059295	0.286396838	0.47857129
C2orf68	Expressed in all		314.8624636	0.1243105	0.076361444	1.627922332	0.103541356	0.236268674
